glu1	ac1	o21	glu2	ac2	o22	sd	fitness
280	-20	-2	-7	-16	-10	-1	0.000105528725598196	0.435685
178	-10	-14	-1	-2	-14	-6	0.000735841261314641	0.435052
139	-2	0	-4	-8	0	-2	1.56131572637252e-07	0.433396
484	-6	-2	-4	-2	-14	-3	0.00481106533829426	0.433031
491	-16	0	-6	-2	-6	-7	0.00202301265532447	0.428429
18	-14	-2	-5	-4	-18	-1	7.42008837504732e-05	0.426083
49	-6	-2	-1	-2	-16	-5	0.00170604897064405	0.421423
73	-20	-10	-2	-14	-14	-3	0.00271596557047297	0.417997
86	-12	-6	-3	-14	-16	-2	0	0.417952
348	-20	-12	-1	-20	-14	-3	0.00584557227058579	0.410162
388	-14	0	-5	-8	-12	-4	0	0.405813
440	-10	-18	-2	-16	-2	-4	0	0.401821
472	-12	-18	-1	-16	-2	-5	9.38559646357139e-05	0.401367
396	-4	0	-2	-16	-2	-4	0.000136480059695725	0.400834
182	-2	-8	-4	-4	0	-3	0.00140088978652326	0.396756
404	-12	-2	-7	-16	0	-1	0	0.396522
165	-6	-18	-4	-12	0	-3	0	0.387126
208	-18	0	-6	-10	-8	-4	0.00384555709086743	0.386145
34	-20	-2	-4	-12	-6	-1	0.000498295948588458	0.381704
58	-4	-12	-5	-18	-16	-1	0.00118901630743855	0.381566
482	-4	-6	-5	-18	-14	-1	0.00118901630743855	0.381566
381	-18	-12	-1	-4	-6	-5	0.00118912880259831	0.38088
260	-8	-14	-4	-18	-16	-1	0.000564074433320453	0.377824
83	-2	-16	-4	-8	0	-7	0.000475807505220406	0.373663
56	-6	-10	-3	-20	-8	-2	0.000564419545172759	0.37307
393	-20	-12	-1	-16	-8	-3	0.00446982591914563	0.366988
314	-4	-2	-2	-6	0	-7	0.00819884504180122	0.355884
398	-16	-10	-1	-12	-8	-3	0	0.350733
389	-2	-6	-5	-16	0	-6	0.00120865813103962	0.341943
387	-2	-10	-5	-16	0	-6	0.00131214289197437	0.341802
252	-12	-8	-2	-18	-18	-2	0.000111475915885016	0.32438
371	-18	-16	-2	-8	-2	-2	0.000555039828045816	0.320053
258	-16	-6	-1	-2	-10	-5	0.0011067085163092	0.318077
318	-6	-4	-4	-16	0	-7	0.00158964396741696	0.313078
272	-6	-18	-4	-20	-12	-1	0.00109405026170444	0.31183
346	-4	-2	-3	-4	-4	-2	0.00150425151816525	0.309935
405	-18	-14	-2	-8	-16	-1	0	0.292725
20	-16	-8	-1	-4	-12	-4	0.00051590041831762	0.286733
290	-6	-2	-2	-2	-12	-3	1.68873028466971e-07	0.279702
351	-12	-14	-2	-2	-10	-2	8.27514063867354e-05	0.278026
67	-8	-18	-1	-2	-10	-4	9.575286857048e-05	0.277447
494	-8	-10	-3	-14	-6	-1	0.0029066092026566	0.276225
244	-12	-2	-3	-12	-18	-1	0	0.273969
71	-6	0	-1	-2	0	-2	8.17926154011152e-08	0.272953
376	-10	-2	-3	-10	-6	-1	0.000396347521608526	0.265875
344	-18	0	-4	-14	-2	-5	0.000992847023868616	0.264478
238	-2	-14	-1	-10	-10	-2	3.91605974822872e-05	0.237245
332	-4	-18	-2	-14	0	-6	0	0.233659
17	-6	0	-4	-6	-18	-1	0.000391922387554262	0.232733
304	-12	0	-2	-16	-18	-2	0	0.223022
190	-10	-14	-1	-4	-4	-3	1.168656692017e-07	0.220032
141	-2	-16	-4	-14	-6	-1	0.000490210801601934	0.213868
324	-18	0	-6	-2	-8	-1	2.69764584164478e-05	0.211291
310	-16	0	-4	-2	-2	-5	0.000376285260296879	0.204404
460	-4	-10	-3	-12	0	-1	0.000822428884505575	0.203326
448	-12	-14	-1	-4	-4	-3	1.50403125188482e-07	0.202377
53	-12	-2	-1	-12	-12	-2	0.00184064130046687	0.202222
5	-18	-10	-1	-2	-14	-4	2.42209440655141e-06	0.198545
80	-20	0	-7	-12	-2	-1	0	0.193825
390	-14	-6	-2	-16	-4	-1	0.00100053114458546	0.192655
194	-4	-16	-3	-14	-4	-1	0.000677911562463922	0.192654
499	-10	-6	-1	-8	0	-4	0	0.192503
161	-2	-12	-3	-18	0	-3	0.000183919503172758	0.190387
230	-10	-12	-2	-14	0	-2	0.00150095220483507	0.188761
462	-6	-8	-2	-8	0	-1	0	0.186806
130	-20	0	-6	-20	-8	-1	0.00156783702849569	0.176703
256	-10	-18	-1	-6	-8	-2	0.00092337016186038	0.175559
353	-12	-16	-2	-20	0	-1	0.00150339473471012	0.172655
254	-16	0	-5	-20	-14	-1	0	0.166712
373	-16	-16	-1	-2	-14	-3	0.000211926916018779	0.163867
7	-2	-2	-3	-12	-8	-1	1.66677791282416e-07	0.162465
2	-4	-4	-2	-12	-2	-1	0.000318767045344291	0.156865
480	-16	-16	-1	-6	0	-3	0.000556134132694756	0.148491
62	-12	-16	-1	-4	0	-2	0.00025147036821086	0.143821
135	-8	-10	-1	-4	-2	-1	0.000192369653514675	0.140572
264	-8	0	-1	-2	-6	-1	0	0.138905
444	-4	-12	-1	-10	-16	-1	0.000140618352092538	0.137991
122	-10	-12	-1	-18	-6	-1	0.00048188843886516	0.134951
160	-2	-14	-7	-2	0	-3	0	0
184	-2	-14	-7	-2	-4	-3	0	0
255	-4	-12	-7	-2	-8	-7	0.413022919586004	0
355	-4	-16	-7	-2	-12	-7	0.41261476112494	0
